name,categories,lat,lng,id,Neighborhood,Neighborhood Lat,Neighborhood Long
Lucca,Italian Restaurant,45.54816735218499,-122.6413745469026,4a8cb082f964a520e60e20e3,ALAMEDA,45.5486307,-122.6364806
Mojo Sushi,Sushi Restaurant,45.548351228068874,-122.65016234404838,4cd0b8fb6200b1f71925d628,ALAMEDA,45.5486307,-122.6364806
Kargi Gogo,Dumpling Restaurant,45.559112952881435,-122.63403785520845,5b1b270795d986002ce0fee5,ALAMEDA,45.5486307,-122.6364806
Pine State Biscuits,Southern / Soul Food Restaurant,45.55898095207831,-122.64269696082306,4c38a007dfb0e21efbdeaea8,ALAMEDA,45.5486307,-122.6364806
Urdaneta,Tapas Restaurant,45.559135527978405,-122.6341192448269,5786bc45498e6ad53328f935,ALAMEDA,45.5486307,-122.6364806
Brew Dr. Teahouse - Alberta,Café,45.55910490828278,-122.64245820134802,4a6b8241f964a520e2ce1fe3,ALAMEDA,45.5486307,-122.6364806
Bollywood Theater,Indian Restaurant,45.559269605343076,-122.64401106308159,4f5ac839e4b0cfc5e03e4db2,ALAMEDA,45.5486307,-122.6364806
Dar Salam,Middle Eastern Restaurant,45.559186,-122.635327,4f24d123e4b063d400fb6e5e,ALAMEDA,45.5486307,-122.6364806
La Sirenita,Mexican Restaurant,45.559120845568074,-122.63656363875089,423a1a00f964a52038201fe3,ALAMEDA,45.5486307,-122.6364806
Just Bob,Café,45.559155254660986,-122.6408650971822,59f11692bfc6d0068d80f4f4,ALAMEDA,45.5486307,-122.6364806
Petite Provence of Alberta,Bakery,45.558921,-122.646213,4ad23869f964a5202be020e3,ALAMEDA,45.5486307,-122.6364806
Back to Eden Bakery,Gluten-free Restaurant,45.55921,-122.64258,4ab91996f964a520007e20e3,ALAMEDA,45.5486307,-122.6364806
Little Griddle,Breakfast Spot,45.548590999999995,-122.62003700000001,5a2d90553abcaf0b0c7f34f7,ALAMEDA,45.5486307,-122.6364806
T.C. O'Leary's,Irish Pub,45.558994008632006,-122.6352249739212,583b3c4394c6904b80b8411b,ALAMEDA,45.5486307,-122.6364806
Verdigris,French Restaurant,45.548344398279504,-122.65241094907383,549724e3498e855d5f8263c8,ALAMEDA,45.5486307,-122.6364806
Vita Cafe,Café,45.55903248319137,-122.63438392875833,4197f180f964a520191e1fe3,ALAMEDA,45.5486307,-122.6364806
Ciao Vito,Italian Restaurant,45.55915340749966,-122.64265597321578,4aea58a8f964a52025bb21e3,ALAMEDA,45.5486307,-122.6364806
Stella Taco,Taco Place,45.55898630592417,-122.63500068435022,53ba3b71498ef8731ff1eaf6,ALAMEDA,45.5486307,-122.6364806
"batter, griddle & drinkery",Breakfast Spot,45.54836041549894,-122.61782409562011,53c2e425498e0066aa65208b,ALAMEDA,45.5486307,-122.6364806
Boxer Ramen,Noodle House,45.559041572748264,-122.6441480583988,54c1a4dd498ee9f756657f4c,ALAMEDA,45.5486307,-122.6364806
The Waffle Window,Breakfast Spot,45.55903916527221,-122.63854875969488,4fc3aab6e4b09bd24f750e73,ALAMEDA,45.5486307,-122.6364806
La Bonita,Mexican Restaurant,45.5590977905184,-122.63606096792867,4a1c89f9f964a5204a7b1fe3,ALAMEDA,45.5486307,-122.6364806
Coco Donuts,Donut Shop,45.535287224073706,-122.63729438003287,4fcbba65e4b068d42038e006,ALAMEDA,45.5486307,-122.6364806
Bagel Land,Bagel Shop,45.548346647928476,-122.62031661123238,4a96fb02f964a520d12720e3,ALAMEDA,45.5486307,-122.6364806
Thai Noon,Thai Restaurant,45.55914648098888,-122.63828659890447,4a405895f964a52084a41fe3,ALAMEDA,45.5486307,-122.6364806
Pizzicato,Pizza Place,45.54843020364399,-122.62002902557577,4ace9e3bf964a52075d120e3,ALAMEDA,45.5486307,-122.6364806
Aviary,New American Restaurant,45.5592624903708,-122.64719660486172,4d48c007782f370468d36437,ALAMEDA,45.5486307,-122.6364806
El Nutri Taco,Mexican Restaurant,45.559026593114076,-122.64325388733518,4c85424cd8086dcbcb4a9052,ALAMEDA,45.5486307,-122.6364806
Bunk Sandwiches,Sandwich Place,45.55912566898384,-122.64436794563888,52efd7bb498e631c27831da3,ALAMEDA,45.5486307,-122.6364806
Via Chicago,Pizza Place,45.559135421679926,-122.64444650555858,510dd460e4b0eaff7baefc73,ALAMEDA,45.5486307,-122.6364806
Grand Central Baking Company,Bakery,45.548314137295925,-122.6172803758616,500d60b7e4b05322f274a24e,ALAMEDA,45.5486307,-122.6364806
Caffé Destino,Café,45.54835608195407,-122.65198036735293,4a73219af964a520a1db1fe3,ALAMEDA,45.5486307,-122.6364806
Kim Jong Grillin',Korean Restaurant,45.558896000000004,-122.63856000000001,55710327498ebb629ad77d0e,ALAMEDA,45.5486307,-122.6364806
Papa Murphy's,Pizza Place,45.54868125230608,-122.65105004240154,4a9892abf964a520bf2c20e3,ALAMEDA,45.5486307,-122.6364806
Enzo's Caffe Italiano,Italian Restaurant,45.55912361815611,-122.63921872511929,4d9681c997d06ea8006a050b,ALAMEDA,45.5486307,-122.6364806
Tacovore,Taco Place,45.548444,-122.62463799999999,5c4d14696bdee60039d1be44,ALAMEDA,45.5486307,-122.6364806
Cha! Cha! Cha!,Mexican Restaurant,45.53527335216107,-122.6382572116311,4ad278b1f964a520d1e120e3,ALAMEDA,45.5486307,-122.6364806
Bella Faccia Pizzeria,Pizza Place,45.55895690084476,-122.63515493766887,42accc80f964a52037251fe3,ALAMEDA,45.5486307,-122.6364806
Motivasi,Café,45.55571864665254,-122.62027625815188,4d80f114360b224bee9be356,ALAMEDA,45.5486307,-122.6364806
Papa Murphy's,Pizza Place,45.54822360901695,-122.62154337672621,4ac8193ff964a520a6bb20e3,ALAMEDA,45.5486307,-122.6364806
Teote Mezcaleria,Venezuelan Restaurant,45.558951119303956,-122.6377961902804,5a59793bf193c07e2aab440c,ALAMEDA,45.5486307,-122.6364806
Hana by Sushi Hana,Sushi Restaurant,45.55903568185429,-122.64216651628018,4d292f2d8292236a42d820bb,ALAMEDA,45.5486307,-122.6364806
Chaba Thai,Thai Restaurant,45.55899591044342,-122.63429410703651,4be453e3910020a15d8dd114,ALAMEDA,45.5486307,-122.6364806
Tuk Tuk,Thai Restaurant,45.5483128559475,-122.61955135633401,4ab5849df964a520157520e3,ALAMEDA,45.5486307,-122.6364806
Little Big Burger,Burger Joint,45.55901269887866,-122.64400898163127,53867af2498e6c5efec0d5b2,ALAMEDA,45.5486307,-122.6364806
Akasaru Ramen,Ramen Restaurant,45.559012973974774,-122.63759549687147,56f9cf4e498edf3b2b9e1aa1,ALAMEDA,45.5486307,-122.6364806
Mae Ploy Thai Cuisine,Thai Restaurant,45.55912867371663,-122.63908993094105,51e35c55498ea66543592370,ALAMEDA,45.5486307,-122.6364806
Kush Cafe,Café,45.55903,-122.638679,4e323cbd1f6e2137f9301ecb,ALAMEDA,45.5486307,-122.6364806
forge taste,Gastropub,45.559163,-122.639252,571ae2b2498e61b0ff692789,ALAMEDA,45.5486307,-122.6364806
Pokéto,Poke Place,45.559147,-122.639465,5d25524811549d0023b3474f,ALAMEDA,45.5486307,-122.6364806
Tonsai,Restaurant,45.559204,-122.639204,5aea7d69c0af57002c5efee0,ALAMEDA,45.5486307,-122.6364806
Cascade Burger,Burger Joint,45.559121209950526,-122.64201164245605,4df4daa9922e8e1ea89124bf,ALAMEDA,45.5486307,-122.6364806
Peacock Window,Asian Restaurant,45.55925943344283,-122.64200844362057,55c6b589498ec4a1e5ec5570,ALAMEDA,45.5486307,-122.6364806
Pok Pok Wing NE,Thai Restaurant,45.555656,-122.650275,5cd32ffead17890038eaea5a,ALAMEDA,45.5486307,-122.6364806
Daisy Cafe,Breakfast Spot,45.555669321343466,-122.65042841434479,5d0ac3b4f79f7b002319337b,ALAMEDA,45.5486307,-122.6364806
Rice Junkies,Café,45.559208,-122.648163,565f63f9498e2e2be38a2a01,ALAMEDA,45.5486307,-122.6364806
Lilikoi Bakery,Bakery,45.535449304358266,-122.63299449548587,55b29ff2498e461b402ae55a,ALAMEDA,45.5486307,-122.6364806
Kinn Kao Table & Bar,Thai Restaurant,45.5353212,-122.63347880000003,5a22483cefa82a243d28e4ad,ALAMEDA,45.5486307,-122.6364806
Pip's Original,Donut Shop,45.54838909806426,-122.6138543339734,512007fee4b00145df6d1c8c,ALAMEDA,45.5486307,-122.6364806
Noho's Hawaiian Cafe,Hawaiian Restaurant,45.54842833494945,-122.61556025700193,4c8c54abf87e224b9a523405,ALAMEDA,45.5486307,-122.6364806
Red Sauce Pizza,Pizza Place,45.5588042009727,-122.62063443660736,562adc92498e9ffdc5d49c48,ALAMEDA,45.5486307,-122.6364806
Pizza Jerk,Pizza Place,45.559348776586454,-122.62034749533738,56537a5a498e405c3cf081ab,ALAMEDA,45.5486307,-122.6364806
Bang Bang PDX,Thai Restaurant,45.54839672634283,-122.61443842250105,54d590b0498e8b6a05f8f020,ALAMEDA,45.5486307,-122.6364806
Yonder,Fried Chicken Joint,45.55719837554354,-122.62025705202463,5c9e695e98fbfc0039fa5c47,ALAMEDA,45.5486307,-122.6364806
Killer Burger,Burger Joint,45.53810490226359,-122.61513346132415,4ca0e4608afca093cfc01616,ALAMEDA,45.5486307,-122.6364806
Gado Gado,Indonesian Restaurant,45.535774,-122.62337,5cf5da72f2554e002c651add,ALAMEDA,45.5486307,-122.6364806
Amalfi's Italian Restaurant,Italian Restaurant,45.548453094696455,-122.61480083012079,4bb10367f964a520d3723ce3,ALAMEDA,45.5486307,-122.6364806
Sizzle Pie,Pizza Place,45.53583343821584,-122.62049219055817,59f9144fbed4833af0fa921f,ALAMEDA,45.5486307,-122.6364806
HOTLIPS Pizza,Pizza Place,45.53792420115974,-122.61537232762556,54cc4127498efcb642a7f673,ALAMEDA,45.5486307,-122.6364806
Mae,Southern / Soul Food Restaurant,45.55927374559685,-122.62059485763957,56f9d7a3498e98f9324cdc3d,ALAMEDA,45.5486307,-122.6364806
Vivienne Kitchen and Pantry,Café,45.53582655339591,-122.62074369688827,5723948f498ee138bbec70ac,ALAMEDA,45.5486307,-122.6364806
Fleur De Lis Bakery & Cafe,Café,45.53636550851666,-122.62204582315981,4af1f7d5f964a520d9e421e3,ALAMEDA,45.5486307,-122.6364806
Reo's Ribs Hollywood,BBQ Joint,45.53638182450869,-122.61971658244848,5646621d498e6fcc3f7bff30,ALAMEDA,45.5486307,-122.6364806
Miss Zumstein,Bakery,45.559448950634476,-122.6205980472955,51b8b3d8498e97e3f7593c7f,ALAMEDA,45.5486307,-122.6364806
Full Moon Thai Restaurant,Thai Restaurant,45.535291949038424,-122.6286203362587,4ecad383b8f7782ab71e8111,ALAMEDA,45.5486307,-122.6364806
Teriyaki Town,Japanese Restaurant,45.53718664267259,-122.61731971740295,4b6cac25f964a520154b2ce3,ALAMEDA,45.5486307,-122.6364806
Laughing Planet,American Restaurant,45.5367096324133,-122.61983976501654,57095857498e269d12e99b7a,ALAMEDA,45.5486307,-122.6364806
Du-Kuh-Bee Noodle,Korean Restaurant,45.536087,-122.619424,553544fb498ea799c72d4983,ALAMEDA,45.5486307,-122.6364806
Rust Coffee Lounge,Café,45.53922381843317,-122.61819157447947,4c799cac81bca0937b1ffe14,ALAMEDA,45.5486307,-122.6364806
Little Caesars Pizza,Pizza Place,45.541325,-122.636981,4f32413e19836c91c7c57e26,ALAMEDA,45.5486307,-122.6364806
Aunt Tillie's Deli & Pub,American Restaurant,45.537154,-122.619628,4c82b889dc018cfa385dd26c,ALAMEDA,45.5486307,-122.6364806
Nectar Cafe,Café,45.536779,-122.620531,5cbbbe5ab9ac38002c9f5eae,ALAMEDA,45.5486307,-122.6364806
Joule,Restaurant,45.538386,-122.615892,5b79c41978782c002c58ab9c,ALAMEDA,45.5486307,-122.6364806
McDonald's,Fast Food Restaurant,45.53736752385939,-122.622649468641,4af45262f964a5204ef121e3,ALAMEDA,45.5486307,-122.6364806
Eclectic Kitchen,Café,45.54825788694555,-122.61180711052631,4b6b2183f964a520d5f42be3,ALAMEDA,45.5486307,-122.6364806
Cedo's Falafel,Falafel Restaurant,45.55087765181885,-122.6617995849186,4f382fbbe4b0948a82e0071f,ALAMEDA,45.5486307,-122.6364806
Tin Shed,Breakfast Spot,45.55905110594335,-122.65096886229799,4116be80f964a520040c1fe3,ALAMEDA,45.5486307,-122.6364806
Bamboo Sushi,Sushi Restaurant,45.55919805203896,-122.65132818318303,542a38b6498efb9f08f5f1fa,ALAMEDA,45.5486307,-122.6364806
Swiss Hibiscus,Swiss Restaurant,45.558865796838475,-122.65156671022827,4cb12b80b4b0a35ddd0150ce,ALAMEDA,45.5486307,-122.6364806
Bridges Cafe & Catering,Café,45.54214835983154,-122.66155359694808,4a79db87f964a520d0e71fe3,ALAMEDA,45.5486307,-122.6364806
Ned Ludd,New American Restaurant,45.5510709551644,-122.66177102721734,4a34595df964a520199c1fe3,ALAMEDA,45.5486307,-122.6364806
Popeyes Louisiana Kitchen,Fried Chicken Joint,45.54579212117607,-122.6613855810647,4b50c8bef964a5205e3227e3,ALAMEDA,45.5486307,-122.6364806
26cafe,Café,45.542441389701274,-122.65869678988516,4fb5161de4b021e74ef441c3,ALAMEDA,45.5486307,-122.6364806
La Cocina Restaurant,Mexican Restaurant,45.55135145956226,-122.66169736534412,5314eec0498e012cb9ffca68,ALAMEDA,45.5486307,-122.6364806
Fine Goose,French Restaurant,45.559274,-122.64938799999999,57a29353498e01722b75d3a0,ALAMEDA,45.5486307,-122.6364806
Bushel & Peck Bakeshop,Bakery,45.5510307417668,-122.66182800521749,506f3ce7e4b066d6fe01b503,ALAMEDA,45.5486307,-122.6364806
Helser's on Alberta,Breakfast Spot,45.559022,-122.64887,4a2bef88f964a520f4961fe3,ALAMEDA,45.5486307,-122.6364806
Sparky's Pizza,Pizza Place,45.54014455658659,-122.66124711117682,4a4927d0f964a5200aab1fe3,ALAMEDA,45.5486307,-122.6364806
Dalo's Mobile Cart,Ethiopian Restaurant,45.55912968780435,-122.64936347305279,521510cf11d21097cd478247,ALAMEDA,45.5486307,-122.6364806
Christopher's Gourmet Grill,Sandwich Place,45.551797222105044,-122.66133876733433,4b86d7d7f964a52011a131e3,ALAMEDA,45.5486307,-122.6364806
Elder Hall,Restaurant,45.550826472933366,-122.66184625935138,56a0487c498eaef7e3e9d6df,ALAMEDA,45.5486307,-122.6364806
Sengatera,Ethiopian Restaurant,45.550651,-122.661929,4ba299abf964a520040838e3,ALAMEDA,45.5486307,-122.6364806
Gojo Ethiopian,Ethiopian Restaurant,45.559259000000004,-122.656304,5065fbbbe4b001ae2e283676,ALAMEDA,45.5486307,-122.6364806
Twisted Croissant,Bakery,45.535286,-122.644489,5d73d763226b6400087a0b7b,ALAMEDA,45.5486307,-122.6364806
Beast,French Restaurant,45.562461743230244,-122.63498502908203,4acbc1f3f964a52054c520e3,ALAMEDA,45.5486307,-122.6364806
DOC,New American Restaurant,45.56296403349414,-122.63514341054152,4af8c81bf964a520e20f22e3,ALAMEDA,45.5486307,-122.6364806
Dame Restaurant,Eastern European Restaurant,45.56265581612497,-122.63501381072126,57e48b7a498ec6a0c9d9cf42,ALAMEDA,45.5486307,-122.6364806
Wilder Bar Cafe,American Restaurant,45.56276753118486,-122.63507874208184,5296b04b498e88e38b5b79b4,ALAMEDA,45.5486307,-122.6364806
Yakuza,Japanese Restaurant,45.562363496098556,-122.63501423683175,4a90bf3af964a520581920e3,ALAMEDA,45.5486307,-122.6364806
Hat Yai,Thai Restaurant,45.56278391632177,-122.64879187108713,55f8a4f3498e00e113968bfe,ALAMEDA,45.5486307,-122.6364806
Podnah's Pit BBQ,BBQ Joint,45.56279593601257,-122.64831887053329,4a593569f964a520fbb81fe3,ALAMEDA,45.5486307,-122.6364806
Handsome Pizza,Pizza Place,45.562817615354405,-122.6488567498985,55b5bb9e498ec2cfa55c1a2e,ALAMEDA,45.5486307,-122.6364806
Seastar Bakery,Bakery,45.56281818557515,-122.64885752733097,55d9f802498e90b4e09fed05,ALAMEDA,45.5486307,-122.6364806
La Taq,Taco Place,45.562859781195485,-122.64849691495976,5256341a11d26f6ba5c8ddae,ALAMEDA,45.5486307,-122.6364806
Santo Domingo Taqueria,Mexican Restaurant,45.56262797079156,-122.62049487840588,4b552701f964a520fedc27e3,ALAMEDA,45.5486307,-122.6364806
HOTLIPS Pizza,Pizza Place,45.56271196372566,-122.63053981717879,4b3a721df964a5207f6725e3,ALAMEDA,45.5486307,-122.6364806
Tiffin Asha,Indian Restaurant,45.5626572645785,-122.64803158791386,57b0dd00498e472cab505529,ALAMEDA,45.5486307,-122.6364806
Nonna,Italian Restaurant,45.56290262233184,-122.63508429848727,52d0ac27498e2c5ffb1293af,ALAMEDA,45.5486307,-122.6364806
Ole Frijole,Mexican Restaurant,45.56290375958586,-122.6207799715724,43d67e95f964a5204d2e1fe3,ALAMEDA,45.5486307,-122.6364806
The Courtyard Restaurant - McMenamins Kennedy School,Restaurant,45.564603680355326,-122.63007254061903,4a96f828f964a520c22720e3,ALAMEDA,45.5486307,-122.6364806
Aladdin's Café Restaurant,Middle Eastern Restaurant,45.5685921,-122.6302729,53568784498e075193f2a4ed,ALAMEDA,45.5486307,-122.6364806
daruma sushi + sake,Sushi Restaurant,45.562683,-122.648248,59f67b05f96b2c395685eec9,ALAMEDA,45.5486307,-122.6364806
Rico's Burritos,Mexican Restaurant,45.562894019204506,-122.64820395975146,4ec6c7e730f8b09c0b220bab,ALAMEDA,45.5486307,-122.6364806
Corzetti,Italian Restaurant,45.555596,-122.650218,5b1cae0616ef67002cee7d16,ALAMEDA,45.5486307,-122.6364806
Ville Velo,Bakery,45.55561956632984,-122.65043617428037,54f370e4498e7f141727d8e2,ALAMEDA,45.5486307,-122.6364806
Los Pepitos Loco,Mexican Restaurant,45.558985993059956,-122.62061297893526,59a5c1ff65211f0ee282c53b,ALAMEDA,45.5486307,-122.6364806
BIBA! CHamoru Kitchen,Restaurant,45.559284,-122.620575,5d350499d8e557000795cc1f,ALAMEDA,45.5486307,-122.6364806
Scoop Handmade Ice Cream,Restaurant,45.56238134091642,-122.62063443660736,579afd5d498e38b4e1959a79,ALAMEDA,45.5486307,-122.6364806
Sherpa Nirvana,Dumpling Restaurant,45.562729,-122.620814,57a54496498e1c2e437968d2,ALAMEDA,45.5486307,-122.6364806
Tiny Moreso,Café,45.555979,-122.62015,5a535b6ea9fe1240ab24397b,ALAMEDA,45.5486307,-122.6364806
42nd Ave Fish & Chips,Fish & Chips Shop,45.561377,-122.62014199999999,5910cae92079550bdf7fe6f9,ALAMEDA,45.5486307,-122.6364806
Taco Pedaler,Taco Place,45.562397,-122.620529,5ade904ae677424e32de2e2a,ALAMEDA,45.5486307,-122.6364806
Spielman Coffee & Bagels,Bagel Shop,45.534958100862234,-122.64278488590227,5596a5f3498eb48befb5d137,ALAMEDA,45.5486307,-122.6364806
Sweet Basil Thai Cuisine,Thai Restaurant,45.53528617727176,-122.63340572131052,4b06f7e5f964a5207cf422e3,ALAMEDA,45.5486307,-122.6364806
Costello's Travel Caffe,Café,45.53497808878694,-122.64236768479509,50588328e4b0874f42f00269,ALAMEDA,45.5486307,-122.6364806
Nicholas Restaurant,Middle Eastern Restaurant,45.53514911466586,-122.63246124459758,4be8683288ed2d7f10d6cb1d,ALAMEDA,45.5486307,-122.6364806
Helen Bernhard Bakery,Bakery,45.53515185793639,-122.64829359370339,4a33f920f964a520809b1fe3,ALAMEDA,45.5486307,-122.6364806
Blossoming Lotus,Vegetarian / Vegan Restaurant,45.5353394083672,-122.65059670591158,4b3bf89df964a520837f25e3,ALAMEDA,45.5486307,-122.6364806
Taco Pedaler,Mexican Restaurant,45.535088709206484,-122.64242270851686,5545344e498e6f518bbb7fbb,ALAMEDA,45.5486307,-122.6364806
Petisco,Sandwich Place,45.535115244992866,-122.65111155758676,4b074953f964a52056fb22e3,ALAMEDA,45.5486307,-122.6364806
Koji Osakaya,Japanese Restaurant,45.534198246804834,-122.65027821063995,4a724feef964a520d7da1fe3,ALAMEDA,45.5486307,-122.6364806
The Zipper,Food Court,45.52906441802792,-122.63807028937107,5605f230498e40063a670ec8,ALAMEDA,45.5486307,-122.6364806
Han Oak,Korean Restaurant,45.526791,-122.641908,56c526a5cd1031bcadcdb52a,ALAMEDA,45.5486307,-122.6364806
Shandong,Chinese Restaurant,45.53504030713293,-122.62440249757897,4c2e6721ac0ab713a2861b1e,ALAMEDA,45.5486307,-122.6364806
Cadillac Cafe,Breakfast Spot,45.53514024801157,-122.64758062790737,4abba0c2f964a520288420e3,ALAMEDA,45.5486307,-122.6364806
Milo's City Cafe,American Restaurant,45.53517611298471,-122.65180533678134,4a01db60f964a52004711fe3,ALAMEDA,45.5486307,-122.6364806
Stammtisch,German Restaurant,45.52583132894907,-122.63733064219116,53658fdd498e3edbec00d87d,ALAMEDA,45.5486307,-122.6364806
Taste Tickler,Sandwich Place,45.53510687832569,-122.65142589338166,49bff9c6f964a52039551fe3,ALAMEDA,45.5486307,-122.6364806
Blind Onion Pizza and Pub,Pizza Place,45.535213692160845,-122.62984125231782,4a7891f9f964a520e8e51fe3,ALAMEDA,45.5486307,-122.6364806
Dove Vivi,Pizza Place,45.52659990057116,-122.63740020856982,4a6e6045f964a5209bd41fe3,ALAMEDA,45.5486307,-122.6364806
Jimmy John's,Sandwich Place,45.535018979209696,-122.65382882677218,4bf44c3e94af2d7fb46d3a72,ALAMEDA,45.5486307,-122.6364806
Arrosto,Food Stand,45.526978,-122.641937,56bbdffb498ef1c1d5fe0f36,ALAMEDA,45.5486307,-122.6364806
Basilisk,Fried Chicken Joint,45.52903089632675,-122.63814218748894,56ef8f50498e8a77e0b55cfe,ALAMEDA,45.5486307,-122.6364806
Sushi Ohana,Sushi Restaurant,45.534924,-122.650968,50e355ede4b08db5b221b8b1,ALAMEDA,45.5486307,-122.6364806
Pollo Norte,Mexican Restaurant,45.526581225481976,-122.6350838555811,581928701df6b32e66813c69,ALAMEDA,45.5486307,-122.6364806
The Sudra,Indian Restaurant,45.52662340216915,-122.64175673657526,527aa2be11d2d9a3e454ff2f,ALAMEDA,45.5486307,-122.6364806
Thai Pod,Thai Restaurant,45.53508117335398,-122.6455234280071,4a934307f964a5205d1f20e3,ALAMEDA,45.5486307,-122.6364806
Chai Yo,Thai Restaurant,45.53516554986417,-122.65110515644642,4aca5e5ef964a520a5c120e3,ALAMEDA,45.5486307,-122.6364806
Pastini Pastaria,Italian Restaurant,45.53492350028121,-122.65084617455186,41f98080f964a520381f1fe3,ALAMEDA,45.5486307,-122.6364806
24th & Meatballs,Sandwich Place,45.52663110935391,-122.64148829991176,5024879ae4b07a020db4a51f,ALAMEDA,45.5486307,-122.6364806
Yuki Japanese Restaurant,Sushi Restaurant,45.535199802653494,-122.65159285486105,40d0df00f964a52038011fe3,ALAMEDA,45.5486307,-122.6364806
Chin's Kitchen,Chinese Restaurant,45.5350809906278,-122.62062112027535,4b3e8ef1f964a520e89e25e3,ALAMEDA,45.5486307,-122.6364806
Nomad.PDX,Restaurant,45.527131975482924,-122.64159001006139,57a67b34498e657cfb23392e,ALAMEDA,45.5486307,-122.6364806
Bluefin Sushi Bar,Sushi Restaurant,45.53510598771406,-122.62048283089814,4a124f24f964a52089771fe3,ALAMEDA,45.5486307,-122.6364806
Domino's Pizza,Pizza Place,45.533136,-122.626439,588ba826f68d8d04ba5f891a,ALAMEDA,45.5486307,-122.6364806
Domino's Pizza,Pizza Place,45.533202,-122.626122,4bfde68c8992a593a2e2acb0,ALAMEDA,45.5486307,-122.6364806
Epif Restaurant & Pisco Lounge,Vegetarian / Vegan Restaurant,45.525921000000004,-122.636951,563ad0a5cd105df35a1a817c,ALAMEDA,45.5486307,-122.6364806
Uno Mas Taquiza,Taco Place,45.52661434726997,-122.64160357018018,505a21abe4b041be10f30bd6,ALAMEDA,45.5486307,-122.6364806
Prime Rib + Chocolate Cake,Steakhouse,45.534800594745185,-122.6533380553198,5406ca8d498e54551f166518,ALAMEDA,45.5486307,-122.6364806
Aztec Willie and Joey Rose Taqueria,Mexican Restaurant,45.53525320243676,-122.65031785149651,41eda300f964a520f91e1fe3,ALAMEDA,45.5486307,-122.6364806
Namaste Indian Cuisine,Indian Restaurant,45.534449646660676,-122.65138623939626,53e945e4498e2ced3dffb561,ALAMEDA,45.5486307,-122.6364806
Sushi Chiyo,Sushi Restaurant,45.53541826600775,-122.6218247284165,56203c46498ee269dc0a4877,ALAMEDA,45.5486307,-122.6364806
Marinepolis Sushi Land,Sushi Restaurant,45.53443093470698,-122.65113502210575,419d3780f964a5202e1e1fe3,ALAMEDA,45.5486307,-122.6364806
Slice at the Zipper,Pizza Place,45.529068,-122.63796200000002,5607388c498eb0939bbd691c,ALAMEDA,45.5486307,-122.6364806
Buffalo Wild Wings,Wings Joint,45.53465292495938,-122.65291213989258,4ee54265823180a98c22ecb4,ALAMEDA,45.5486307,-122.6364806
Subway,Sandwich Place,45.53531397880996,-122.65227841920404,4bb8e8e81261d13ad217e998,ALAMEDA,45.5486307,-122.6364806
Subway,Sandwich Place,45.53248341989954,-122.65362001660048,4a577a14f964a52031b61fe3,ALAMEDA,45.5486307,-122.6364806
Wendy's,Fast Food Restaurant,45.52960102852242,-122.63530902567254,4bb297e9715eef3b397a85bb,ALAMEDA,45.5486307,-122.6364806
Tight Tacos,Taco Place,45.528921,-122.637995,5d9550f4ff5ebd0008d3691a,ALAMEDA,45.5486307,-122.6364806
Saima Thai & Sushi,Thai Restaurant,45.535386,-122.62126,5a74735d2aff313e976f8010,ALAMEDA,45.5486307,-122.6364806
pastaworks,Italian Restaurant,45.527287416399055,-122.64184860777564,56bcec41498ec27783afea42,ALAMEDA,45.5486307,-122.6364806
Flying Fish Co.,Seafood Restaurant,45.527131,-122.641703,589e1ebb5a5869149934d8f7,ALAMEDA,45.5486307,-122.6364806
Auntie Anne's Pretzels,Snack Place,45.53267939224356,-122.65365881997887,53115cc1498efd6bb636d367,ALAMEDA,45.5486307,-122.6364806
the Ocean,Food Court,45.526511,-122.641703,56746f93498ea0db2b653a14,ALAMEDA,45.5486307,-122.6364806
Albertina's Restaurant,American Restaurant,45.526128,-122.64304399999999,4b2fd02ff964a5206cf024e3,ALAMEDA,45.5486307,-122.6364806
El Burrito Azteca,Mexican Restaurant,45.56979120398288,-122.68720680604895,4b9176fef964a5207ebe33e3,ARBOR LODGE,45.5717937,-122.6901523
King Burrito Mexican Food,Mexican Restaurant,45.5769701,-122.6971121,4a92e326f964a520061e20e3,ARBOR LODGE,45.5717937,-122.6901523
Madrona Hill Cafe,Café,45.56625587500673,-122.69574774811045,54a5a8fc498ed3973d0d0c83,ARBOR LODGE,45.5717937,-122.6901523
Heavenly Donuts,Donut Shop,45.577280661189974,-122.68606844898761,4c6ffa3d34443704a086225f,ARBOR LODGE,45.5717937,-122.6901523
Gonzalez Taqueria,Taco Place,45.56251982106471,-122.68301975639996,4cab681514c33704f868ea3b,ARBOR LODGE,45.5717937,-122.6901523
Thai Ginger,Thai Restaurant,45.56965235009644,-122.68791782044521,4a988a62f964a520992c20e3,ARBOR LODGE,45.5717937,-122.6901523
milk glass mrkt,Café,45.5625866,-122.6897886,5438457d498e88f9b0ff5691,ARBOR LODGE,45.5717937,-122.6901523
Spitz,Mediterranean Restaurant,45.56290801970091,-122.68905884454368,58adf763561ded1ef90d6f26,ARBOR LODGE,45.5717937,-122.6901523
Tuk Tuk Thai,Thai Restaurant,45.577031023716714,-122.69999054931039,4bd63fde6f64952126a970ec,ARBOR LODGE,45.5717937,-122.6901523
Mee Dee Thai,Thai Restaurant,45.562867639386845,-122.69535833743042,4af75a81f964a520ad0822e3,ARBOR LODGE,45.5717937,-122.6901523
